conditionID	fold	fit_rep	model	lmax	nmixt	ncat	seed	infile	outfile	cmd
cond01	2	4	mmm	2	-1	1	32536	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.04.json.gz --lmax 2 --ncat 1 --seed 32536 -q
cond01	2	5	mmm	2	-1	1	29499	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.05.json.gz --lmax 2 --ncat 1 --seed 29499 -q
cond01	2	6	mmm	2	-1	1	49044	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.06.json.gz --lmax 2 --ncat 1 --seed 49044 -q
cond01	2	7	mmm	2	-1	1	42105	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.07.json.gz --lmax 2 --ncat 1 --seed 42105 -q
cond01	2	8	mmm	2	-1	1	11145	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.08.json.gz --lmax 2 --ncat 1 --seed 11145 -q
cond01	2	9	mmm	2	-1	1	53334	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.09.json.gz --lmax 2 --ncat 1 --seed 53334 -q
cond01	2	10	mmm	2	-1	1	31360	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond01/cond01-train2.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond01/cond01-train2.10.json.gz --lmax 2 --ncat 1 --seed 31360 -q
cond01	3	1	mmm	2	-1	1	28024	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.01.json.gz --lmax 2 --ncat 1 --seed 28024 -q
cond01	3	2	mmm	2	-1	1	61166	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.02.json.gz --lmax 2 --ncat 1 --seed 61166 -q
cond01	3	3	mmm	2	-1	1	14664	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.03.json.gz --lmax 2 --ncat 1 --seed 14664 -q
cond01	3	4	mmm	2	-1	1	50773	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.04.json.gz --lmax 2 --ncat 1 --seed 50773 -q
cond01	3	5	mmm	2	-1	1	49568	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.05.json.gz --lmax 2 --ncat 1 --seed 49568 -q
cond01	3	6	mmm	2	-1	1	50383	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.06.json.gz --lmax 2 --ncat 1 --seed 50383 -q
cond01	3	7	mmm	2	-1	1	43066	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.07.json.gz --lmax 2 --ncat 1 --seed 43066 -q
cond01	3	8	mmm	2	-1	1	51763	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.08.json.gz --lmax 2 --ncat 1 --seed 51763 -q
cond01	3	9	mmm	2	-1	1	25953	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.09.json.gz --lmax 2 --ncat 1 --seed 25953 -q
cond01	3	10	mmm	2	-1	1	49755	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish/cond01/cond01-train3.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish/cond01/cond01-train3.10.json.gz --lmax 2 --ncat 1 --seed 49755 -q
cond01	4	1	mmm	2	-1	1	6216	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.01.json.gz --lmax 2 --ncat 1 --seed 6216 -q
cond01	4	2	mmm	2	-1	1	12466	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.02.json.gz --lmax 2 --ncat 1 --seed 12466 -q
cond01	4	3	mmm	2	-1	1	44621	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.03.json.gz --lmax 2 --ncat 1 --seed 44621 -q
cond01	4	4	mmm	2	-1	1	55039	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.04.json.gz --lmax 2 --ncat 1 --seed 55039 -q
cond01	4	5	mmm	2	-1	1	30786	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.05.json.gz --lmax 2 --ncat 1 --seed 30786 -q
cond01	4	6	mmm	2	-1	1	39721	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.06.json.gz --lmax 2 --ncat 1 --seed 39721 -q
cond01	4	7	mmm	2	-1	1	4926	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.07.json.gz --lmax 2 --ncat 1 --seed 4926 -q
cond01	4	8	mmm	2	-1	1	41991	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.08.json.gz --lmax 2 --ncat 1 --seed 41991 -q
cond01	4	9	mmm	2	-1	1	56220	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.09.json.gz --lmax 2 --ncat 1 --seed 56220 -q
cond01	4	10	mmm	2	-1	1	52672	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish/cond01/cond01-train4.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish/cond01/cond01-train4.10.json.gz --lmax 2 --ncat 1 --seed 52672 -q
cond01	5	1	mmm	2	-1	1	45050	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.01.json.gz --lmax 2 --ncat 1 --seed 45050 -q
cond01	5	2	mmm	2	-1	1	13206	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.02.json.gz --lmax 2 --ncat 1 --seed 13206 -q
cond01	5	3	mmm	2	-1	1	15028	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.03.json.gz --lmax 2 --ncat 1 --seed 15028 -q
cond01	5	4	mmm	2	-1	1	54829	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.04.json.gz --lmax 2 --ncat 1 --seed 54829 -q
cond01	5	5	mmm	2	-1	1	36866	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.05.json.gz --lmax 2 --ncat 1 --seed 36866 -q
cond01	5	6	mmm	2	-1	1	47745	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.06.json.gz --lmax 2 --ncat 1 --seed 47745 -q
cond01	5	7	mmm	2	-1	1	1836	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.07.json.gz --lmax 2 --ncat 1 --seed 1836 -q
cond01	5	8	mmm	2	-1	1	57668	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.08.json.gz --lmax 2 --ncat 1 --seed 57668 -q
cond01	5	9	mmm	2	-1	1	17041	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.09.json.gz --lmax 2 --ncat 1 --seed 17041 -q
cond01	5	10	mmm	2	-1	1	45183	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish/cond01/cond01-train5.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish/cond01/cond01-train5.10.json.gz --lmax 2 --ncat 1 --seed 45183 -q
cond02	1	1	mmm	2	-1	2	18998	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.01.json.gz --lmax 2 --ncat 2 --seed 18998 -q
cond02	1	2	mmm	2	-1	2	8045	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.02.json.gz --lmax 2 --ncat 2 --seed 8045 -q
cond02	1	3	mmm	2	-1	2	1177	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.03.json.gz --lmax 2 --ncat 2 --seed 1177 -q
cond02	1	4	mmm	2	-1	2	61269	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.04.json.gz --lmax 2 --ncat 2 --seed 61269 -q
cond02	1	5	mmm	2	-1	2	49347	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.05.json.gz --lmax 2 --ncat 2 --seed 49347 -q
cond02	1	6	mmm	2	-1	2	39165	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.06.json.gz --lmax 2 --ncat 2 --seed 39165 -q
cond02	1	7	mmm	2	-1	2	34967	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.07.json.gz --lmax 2 --ncat 2 --seed 34967 -q
cond02	1	8	mmm	2	-1	2	31688	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.08.json.gz --lmax 2 --ncat 2 --seed 31688 -q
cond02	1	9	mmm	2	-1	2	28903	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.09.json.gz --lmax 2 --ncat 2 --seed 28903 -q
cond02	1	10	mmm	2	-1	2	47369	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish/cond02/cond02-train1.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish/cond02/cond02-train1.10.json.gz --lmax 2 --ncat 2 --seed 47369 -q
cond02	2	1	mmm	2	-1	2	63962	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond02/cond02-train2.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond02/cond02-train2.01.json.gz --lmax 2 --ncat 2 --seed 63962 -q
cond02	2	2	mmm	2	-1	2	22319	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond02/cond02-train2.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond02/cond02-train2.02.json.gz --lmax 2 --ncat 2 --seed 22319 -q
cond02	2	3	mmm	2	-1	2	44066	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond02/cond02-train2.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond02/cond02-train2.03.json.gz --lmax 2 --ncat 2 --seed 44066 -q
cond02	2	4	mmm	2	-1	2	57906	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond02/cond02-train2.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond02/cond02-train2.04.json.gz --lmax 2 --ncat 2 --seed 57906 -q
cond02	2	5	mmm	2	-1	2	57884	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish/cond02/cond02-train2.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish/cond02/cond02-train2.05.json.gz --lmax 2 --ncat 2 --seed 57884 -q
