conditionID	fold	fit_rep	model	lmax	nmixt	ncat	seed	infile	outfile	cmd
cond01	2	10	mmm	2	-1	1	1269	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train2.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train2.10.json.gz --lmax 2 --ncat 1 --seed 1269 -q --map
cond01	3	1	mmm	2	-1	1	17784	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.01.json.gz --lmax 2 --ncat 1 --seed 17784 -q --map
cond01	3	2	mmm	2	-1	1	49464	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.02.json.gz --lmax 2 --ncat 1 --seed 49464 -q --map
cond01	3	3	mmm	2	-1	1	64651	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.03.json.gz --lmax 2 --ncat 1 --seed 64651 -q --map
cond01	3	4	mmm	2	-1	1	12176	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.04.json.gz --lmax 2 --ncat 1 --seed 12176 -q --map
cond01	3	5	mmm	2	-1	1	19704	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.05.json.gz --lmax 2 --ncat 1 --seed 19704 -q --map
cond01	3	6	mmm	2	-1	1	41371	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.06.json.gz --lmax 2 --ncat 1 --seed 41371 -q --map
cond01	3	7	mmm	2	-1	1	42504	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.07.json.gz --lmax 2 --ncat 1 --seed 42504 -q --map
cond01	3	8	mmm	2	-1	1	3708	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.08.json.gz --lmax 2 --ncat 1 --seed 3708 -q --map
cond01	3	9	mmm	2	-1	1	25624	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.09.json.gz --lmax 2 --ncat 1 --seed 25624 -q --map
cond01	3	10	mmm	2	-1	1	12219	datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train3.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train3-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train3.10.json.gz --lmax 2 --ncat 1 --seed 12219 -q --map
cond01	4	1	mmm	2	-1	1	53556	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.01.json.gz --lmax 2 --ncat 1 --seed 53556 -q --map
cond01	4	2	mmm	2	-1	1	34611	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.02.json.gz --lmax 2 --ncat 1 --seed 34611 -q --map
cond01	4	3	mmm	2	-1	1	55126	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.03.json.gz --lmax 2 --ncat 1 --seed 55126 -q --map
cond01	4	4	mmm	2	-1	1	49204	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.04.json.gz --lmax 2 --ncat 1 --seed 49204 -q --map
cond01	4	5	mmm	2	-1	1	64450	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.05.json.gz --lmax 2 --ncat 1 --seed 64450 -q --map
cond01	4	6	mmm	2	-1	1	23487	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.06.json.gz --lmax 2 --ncat 1 --seed 23487 -q --map
cond01	4	7	mmm	2	-1	1	14194	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.07.json.gz --lmax 2 --ncat 1 --seed 14194 -q --map
cond01	4	8	mmm	2	-1	1	653	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.08.json.gz --lmax 2 --ncat 1 --seed 653 -q --map
cond01	4	9	mmm	2	-1	1	40326	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.09.json.gz --lmax 2 --ncat 1 --seed 40326 -q --map
cond01	4	10	mmm	2	-1	1	65468	datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train4.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train4-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train4.10.json.gz --lmax 2 --ncat 1 --seed 65468 -q --map
cond01	5	1	mmm	2	-1	1	23230	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.01.json.gz --lmax 2 --ncat 1 --seed 23230 -q --map
cond01	5	2	mmm	2	-1	1	31283	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.02.json.gz --lmax 2 --ncat 1 --seed 31283 -q --map
cond01	5	3	mmm	2	-1	1	55933	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.03.json.gz --lmax 2 --ncat 1 --seed 55933 -q --map
cond01	5	4	mmm	2	-1	1	19839	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.04.json.gz --lmax 2 --ncat 1 --seed 19839 -q --map
cond01	5	5	mmm	2	-1	1	18577	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.05.json.gz --lmax 2 --ncat 1 --seed 18577 -q --map
cond01	5	6	mmm	2	-1	1	11434	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.06.json.gz --lmax 2 --ncat 1 --seed 11434 -q --map
cond01	5	7	mmm	2	-1	1	41409	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.07.json.gz --lmax 2 --ncat 1 --seed 41409 -q --map
cond01	5	8	mmm	2	-1	1	14290	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.08.json.gz --lmax 2 --ncat 1 --seed 14290 -q --map
cond01	5	9	mmm	2	-1	1	9360	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.09.json.gz --lmax 2 --ncat 1 --seed 9360 -q --map
cond01	5	10	mmm	2	-1	1	47138	datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz	data/batch/03-fish-map/cond01/cond01-train5.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train5-v0.json.gz -o data/batch/03-fish-map/cond01/cond01-train5.10.json.gz --lmax 2 --ncat 1 --seed 47138 -q --map
cond02	1	1	mmm	2	-1	2	10508	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.01.json.gz --lmax 2 --ncat 2 --seed 10508 -q --map
cond02	1	2	mmm	2	-1	2	49319	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.02.json.gz --lmax 2 --ncat 2 --seed 49319 -q --map
cond02	1	3	mmm	2	-1	2	36638	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.03.json.gz --lmax 2 --ncat 2 --seed 36638 -q --map
cond02	1	4	mmm	2	-1	2	48807	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.04.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.04.json.gz --lmax 2 --ncat 2 --seed 48807 -q --map
cond02	1	5	mmm	2	-1	2	27157	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.05.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.05.json.gz --lmax 2 --ncat 2 --seed 27157 -q --map
cond02	1	6	mmm	2	-1	2	8843	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.06.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.06.json.gz --lmax 2 --ncat 2 --seed 8843 -q --map
cond02	1	7	mmm	2	-1	2	18796	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.07.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.07.json.gz --lmax 2 --ncat 2 --seed 18796 -q --map
cond02	1	8	mmm	2	-1	2	21944	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.08.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.08.json.gz --lmax 2 --ncat 2 --seed 21944 -q --map
cond02	1	9	mmm	2	-1	2	5219	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.09.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.09.json.gz --lmax 2 --ncat 2 --seed 5219 -q --map
cond02	1	10	mmm	2	-1	2	2856	datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train1.10.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train1-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train1.10.json.gz --lmax 2 --ncat 2 --seed 2856 -q --map
cond02	2	1	mmm	2	-1	2	55942	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train2.01.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train2.01.json.gz --lmax 2 --ncat 2 --seed 55942 -q --map
cond02	2	2	mmm	2	-1	2	23129	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train2.02.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train2.02.json.gz --lmax 2 --ncat 2 --seed 23129 -q --map
cond02	2	3	mmm	2	-1	2	9397	datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz	data/batch/03-fish-map/cond02/cond02-train2.03.json.gz	singularity exec -B $(readlink -v data) singularity/sif/jupyter+colaml.6c01617 colaml fit mmm -i datasets/03-fish/cv5/fish-lmax2-train2-v0.json.gz -o data/batch/03-fish-map/cond02/cond02-train2.03.json.gz --lmax 2 --ncat 2 --seed 9397 -q --map
